,Country,Metric Name,Metric Value
3286,Madagascar,Ground Vehicles/Artillery_Score,0.013
2764,Madagascar,Helicopters_Score,0.043
415,Madagascar,Imports,193.81
2503,Madagascar,Missiles/Rockets/Bombs_Score,0.0
3808,Madagascar,Naval Vessels_Score,0.097
937,Madagascar,Normalized_Exports,0.0
1459,Madagascar,Normalized_Gross,0.0
1198,Madagascar,Normalized_Imports,0.001382611891617952
3547,Madagascar,Radar/Detection Systems_Score,
2242,Madagascar,Specialized Equipment_Score,
3025,Madagascar,Unmanned Vehicles_Score,0.076
4069,Madagascar,ZZ_loop_score,0.055
1991,Malawi,Aircraft_Score,0.034
1730,Malawi,Country_Score,0.031
164,Malawi,Exports,0.88
686,Malawi,Gross_Deals,123.66
3296,Malawi,Ground Vehicles/Artillery_Score,0.032
2774,Malawi,Helicopters_Score,0.07200000000000001
425,Malawi,Imports,122.78
2513,Malawi,Missiles/Rockets/Bombs_Score,0.006
3818,Malawi,Naval Vessels_Score,
947,Malawi,Normalized_Exports,1.1697921696717607e-06
1469,Malawi,Normalized_Gross,0.00015568800380872836
1208,Malawi,Normalized_Imports,0.0008758943710482026
3557,Malawi,Radar/Detection Systems_Score,0.009000000000000001
2252,Malawi,Specialized Equipment_Score,0.011000000000000001
3035,Malawi,Unmanned Vehicles_Score,
4079,Malawi,ZZ_loop_score,0.034
1883,Malaysia,Aircraft_Score,2.409
1622,Malaysia,Country_Score,2.904
56,Malaysia,Exports,58.72
578,Malaysia,Gross_Deals,11569.81
3188,Malaysia,Ground Vehicles/Artillery_Score,1.529
2666,Malaysia,Helicopters_Score,1.695
317,Malaysia,Imports,11511.09
2405,Malaysia,Missiles/Rockets/Bombs_Score,1.405
3710,Malaysia,Naval Vessels_Score,7.7780000000000005
839,Malaysia,Normalized_Exports,7.805704113991568e-05
1361,Malaysia,Normalized_Gross,0.014566396760037712
1100,Malaysia,Normalized_Imports,0.08211841452703417
3449,Malaysia,Radar/Detection Systems_Score,2.791
2144,Malaysia,Specialized Equipment_Score,1.79
2927,Malaysia,Unmanned Vehicles_Score,0.541
3971,Malaysia,ZZ_loop_score,2.409
2015,Maldives,Aircraft_Score,
1754,Maldives,Country_Score,0.009000000000000001
188,Maldives,Exports,0.0
710,Maldives,Gross_Deals,0.0
3320,Maldives,Ground Vehicles/Artillery_Score,0.003
2798,Maldives,Helicopters_Score,0.033
449,Maldives,Imports,40.35
2537,Maldives,Missiles/Rockets/Bombs_Score,
3842,Maldives,Naval Vessels_Score,0.039
971,Maldives,Normalized_Exports,0.0
1493,Maldives,Normalized_Gross,0.0
1232,Maldives,Normalized_Imports,0.00028785093559044613
3581,Maldives,Radar/Detection Systems_Score,
2276,Maldives,Specialized Equipment_Score,0.01
3059,Maldives,Unmanned Vehicles_Score,
4103,Maldives,ZZ_loop_score,
1949,Mali,Aircraft_Score,0.13999999999999999
1688,Mali,Country_Score,0.14200000000000002
122,Mali,Exports,0.0
644,Mali,Gross_Deals,0.0
3254,Mali,Ground Vehicles/Artillery_Score,0.169
2732,Mali,Helicopters_Score,0.37
383,Mali,Imports,661.3
2471,Mali,Missiles/Rockets/Bombs_Score,0.095
3776,Mali,Naval Vessels_Score,
905,Mali,Normalized_Exports,0.0
1427,Mali,Normalized_Gross,0.0
1166,Mali,Normalized_Imports,0.0047176164487227265
3515,Mali,Radar/Detection Systems_Score,0.075
2210,Mali,Specialized Equipment_Score,0.034999999999999996
2993,Mali,Unmanned Vehicles_Score,0.22899999999999998
4037,Mali,ZZ_loop_score,0.13999999999999999
1982,Malta,Aircraft_Score,0.003
1721,Malta,Country_Score,0.04
155,Malta,Exports,15.2
677,Malta,Gross_Deals,166.60999999999999
3287,Malta,Ground Vehicles/Artillery_Score,
2765,Malta,Helicopters_Score,0.055
416,Malta,Imports,151.41
2504,Malta,Missiles/Rockets/Bombs_Score,0.001
3809,Malta,Naval Vessels_Score,0.183
938,Malta,Normalized_Exports,2.020550111251223e-05
1460,Malta,Normalized_Gross,0.00020976207597098683
1199,Malta,Normalized_Imports,0.0010801365590520308
3548,Malta,Radar/Detection Systems_Score,
2243,Malta,Specialized Equipment_Score,0.08
3026,Malta,Unmanned Vehicles_Score,
4070,Malta,ZZ_loop_score,0.003
2037,Marshall Islands,Aircraft_Score,
1776,Marshall Islands,Country_Score,0.003
210,Marshall Islands,Exports,0.0
732,Marshall Islands,Gross_Deals,0.0
3342,Marshall Islands,Ground Vehicles/Artillery_Score,
2820,Marshall Islands,Helicopters_Score,
471,Marshall Islands,Imports,15.32
2559,Marshall Islands,Missiles/Rockets/Bombs_Score,
3864,Marshall Islands,Naval Vessels_Score,0.026
993,Marshall Islands,Normalized_Exports,0.0
1515,Marshall Islands,Normalized_Gross,0.0
1254,Marshall Islands,Normalized_Imports,0.00010929061544598846
3603,Marshall Islands,Radar/Detection Systems_Score,
2298,Marshall Islands,Specialized Equipment_Score,
3081,Marshall Islands,Unmanned Vehicles_Score,
4125,Marshall Islands,ZZ_loop_score,
1956,Mauritania,Aircraft_Score,0.046
1695,Mauritania,Country_Score,0.093
129,Mauritania,Exports,0.0
651,Mauritania,Gross_Deals,0.0
3261,Mauritania,Ground Vehicles/Artillery_Score,0.149
2739,Mauritania,Helicopters_Score,0.031
390,Mauritania,Imports,436.38
2478,Mauritania,Missiles/Rockets/Bombs_Score,0.001
3783,Mauritania,Naval Vessels_Score,0.321
912,Mauritania,Normalized_Exports,0.0
1434,Mauritania,Normalized_Gross,0.0
1173,Mauritania,Normalized_Imports,0.0031130704156867132
3522,Mauritania,Radar/Detection Systems_Score,0.003
2217,Mauritania,Specialized Equipment_Score,0.06899999999999999
3000,Mauritania,Unmanned Vehicles_Score,
4044,Mauritania,ZZ_loop_score,0.046
1990,Mauritius,Aircraft_Score,0.002
1729,Mauritius,Country_Score,0.031
163,Mauritius,Exports,0.0
685,Mauritius,Gross_Deals,0.0
3295,Mauritius,Ground Vehicles/Artillery_Score,0.004
2773,Mauritius,Helicopters_Score,0.008
424,Mauritius,Imports,143.13
2512,Mauritius,Missiles/Rockets/Bombs_Score,
3817,Mauritius,Naval Vessels_Score,0.173
946,Mauritius,Normalized_Exports,0.0
1468,Mauritius,Normalized_Gross,0.0
1207,Mauritius,Normalized_Imports,0.0010210682629754784
3556,Mauritius,Radar/Detection Systems_Score,0.029
2251,Mauritius,Specialized Equipment_Score,0.087
3034,Mauritius,Unmanned Vehicles_Score,0.022000000000000002
4078,Mauritius,ZZ_loop_score,0.002
1896,Mexico,Aircraft_Score,0.849
1635,Mexico,Country_Score,1.553
69,Mexico,Exports,8.9
591,Mexico,Gross_Deals,6171.99
3201,Mexico,Ground Vehicles/Artillery_Score,0.44799999999999995
2679,Mexico,Helicopters_Score,4.284000000000001
330,Mexico,Imports,6163.09
2418,Mexico,Missiles/Rockets/Bombs_Score,0.063
3723,Mexico,Naval Vessels_Score,4.462
852,Mexico,Normalized_Exports,1.18308526250894e-05
1374,Mexico,Normalized_Gross,0.007770538594755243
1113,Mexico,Normalized_Imports,0.043966573051502415
3462,Mexico,Radar/Detection Systems_Score,1.099
2157,Mexico,Specialized Equipment_Score,1.514
2940,Mexico,Unmanned Vehicles_Score,0.439
3984,Mexico,ZZ_loop_score,0.849
2021,Micronesia,Aircraft_Score,
1760,Micronesia,Country_Score,0.008
194,Micronesia,Exports,0.0
716,Micronesia,Gross_Deals,0.0
3326,Micronesia,Ground Vehicles/Artillery_Score,
2804,Micronesia,Helicopters_Score,
455,Micronesia,Imports,36.64
2543,Micronesia,Missiles/Rockets/Bombs_Score,
3848,Micronesia,Naval Vessels_Score,0.063
977,Micronesia,Normalized_Exports,0.0
1499,Micronesia,Normalized_Gross,0.0
1238,Micronesia,Normalized_Imports,0.000261384343990928
3587,Micronesia,Radar/Detection Systems_Score,
2282,Micronesia,Specialized Equipment_Score,
3065,Micronesia,Unmanned Vehicles_Score,
4109,Micronesia,ZZ_loop_score,
1968,Moldova,Aircraft_Score,0.048
1707,Moldova,Country_Score,0.053
141,Moldova,Exports,487.26
663,Moldova,Gross_Deals,521.54
3273,Moldova,Ground Vehicles/Artillery_Score,0.038
2751,Moldova,Helicopters_Score,0.009000000000000001
402,Moldova,Imports,34.28
2490,Moldova,Missiles/Rockets/Bombs_Score,0.0
3795,Moldova,Naval Vessels_Score,
924,Moldova,Normalized_Exports,0.0006477192415843888
1446,Moldova,Normalized_Gross,0.00065661912911535
1185,Moldova,Normalized_Imports,0.0002445484528386739
3534,Moldova,Radar/Detection Systems_Score,0.039
2229,Moldova,Specialized Equipment_Score,
3012,Moldova,Unmanned Vehicles_Score,
4056,Moldova,ZZ_loop_score,0.048
1915,Mongolia,Aircraft_Score,0.20400000000000001
1654,Mongolia,Country_Score,0.473
88,Mongolia,Exports,0.0
610,Mongolia,Gross_Deals,0.0
3220,Mongolia,Ground Vehicles/Artillery_Score,1.718
2698,Mongolia,Helicopters_Score,0.44
349,Mongolia,Imports,2211.67
2437,Mongolia,Missiles/Rockets/Bombs_Score,0.246
3742,Mongolia,Naval Vessels_Score,
871,Mongolia,Normalized_Exports,0.0
1393,Mongolia,Normalized_Gross,0.0
1132,Mongolia,Normalized_Imports,0.015777726857926194
3481,Mongolia,Radar/Detection Systems_Score,0.023
2176,Mongolia,Specialized Equipment_Score,
2959,Mongolia,Unmanned Vehicles_Score,0.6479999999999999
4003,Mongolia,ZZ_loop_score,0.20400000000000001
1995,Montenegro,Aircraft_Score,0.001
1734,Montenegro,Country_Score,0.026
168,Montenegro,Exports,199.07999999999998
690,Montenegro,Gross_Deals,230.07
3300,Montenegro,Ground Vehicles/Artillery_Score,0.05
2778,Montenegro,Helicopters_Score,0.044000000000000004
429,Montenegro,Imports,30.990000000000002
2517,Montenegro,Missiles/Rockets/Bombs_Score,0.016
3822,Montenegro,Naval Vessels_Score,0.06999999999999999
951,Montenegro,Normalized_Exports,0.0002646388922025615
1473,Montenegro,Normalized_Gross,0.00028965824871643323
1212,Montenegro,Normalized_Imports,0.00022107807915608242
3561,Montenegro,Radar/Detection Systems_Score,
2256,Montenegro,Specialized Equipment_Score,
3039,Montenegro,Unmanned Vehicles_Score,
4083,Montenegro,ZZ_loop_score,0.001
1875,Morocco,Aircraft_Score,2.85
1614,Morocco,Country_Score,3.5740000000000003
48,Morocco,Exports,107.66
570,Morocco,Gross_Deals,14261.44
3180,Morocco,Ground Vehicles/Artillery_Score,6.311999999999999
2658,Morocco,Helicopters_Score,2.564
309,Morocco,Imports,14153.78
2397,Morocco,Missiles/Rockets/Bombs_Score,1.464
3702,Morocco,Naval Vessels_Score,3.615
831,Morocco,Normalized_Exports,0.0001431134374850702
1353,Morocco,Normalized_Gross,0.01795516031892246
1092,Morocco,Normalized_Imports,0.10097097435294534
3441,Morocco,Radar/Detection Systems_Score,2.694
2136,Morocco,Specialized Equipment_Score,0.461
2919,Morocco,Unmanned Vehicles_Score,1.4040000000000001
3963,Morocco,ZZ_loop_score,2.85
1926,Mozambique,Aircraft_Score,0.42
1665,Mozambique,Country_Score,0.34099999999999997
99,Mozambique,Exports,1.2
621,Mozambique,Gross_Deals,1356.66
3231,Mozambique,Ground Vehicles/Artillery_Score,0.27299999999999996
2709,Mozambique,Helicopters_Score,0.5680000000000001
360,Mozambique,Imports,1355.46
2448,Mozambique,Missiles/Rockets/Bombs_Score,0.122
3753,Mozambique,Naval Vessels_Score,0.157
882,Mozambique,Normalized_Exports,1.595171140461492e-06
1404,Mozambique,Normalized_Gross,0.0017080356400384071
1143,Mozambique,Normalized_Imports,0.009669651280184042
3492,Mozambique,Radar/Detection Systems_Score,0.02
2187,Mozambique,Specialized Equipment_Score,0.004
2970,Mozambique,Unmanned Vehicles_Score,0.209
4014,Mozambique,ZZ_loop_score,0.42
1985,Mujahedin (Afghanistan)*,Aircraft_Score,
1724,Mujahedin (Afghanistan)*,Country_Score,0.034999999999999996
158,Mujahedin (Afghanistan)*,Exports,0.8
680,Mujahedin (Afghanistan)*,Gross_Deals,138.4
3290,Mujahedin (Afghanistan)*,Ground Vehicles/Artillery_Score,0.03
2768,Mujahedin (Afghanistan)*,Helicopters_Score,
419,Mujahedin (Afghanistan)*,Imports,137.6
2507,Mujahedin (Afghanistan)*,Missiles/Rockets/Bombs_Score,0.19
3812,Mujahedin (Afghanistan)*,Naval Vessels_Score,
941,Mujahedin (Afghanistan)*,Normalized_Exports,1.0634474269743282e-06
1463,Mujahedin (Afghanistan)*,Normalized_Gross,0.00017424567141458843
1202,Mujahedin (Afghanistan)*,Normalized_Imports,0.0009816180604026118
3551,Mujahedin (Afghanistan)*,Radar/Detection Systems_Score,
2246,Mujahedin (Afghanistan)*,Specialized Equipment_Score,
3029,Mujahedin (Afghanistan)*,Unmanned Vehicles_Score,
4073,Mujahedin (Afghanistan)*,ZZ_loop_score,
1897,Myanmar,Aircraft_Score,1.371
1636,Myanmar,Country_Score,1.533
70,Myanmar,Exports,0.0
592,Myanmar,Gross_Deals,0.0
3202,Myanmar,Ground Vehicles/Artillery_Score,1.7000000000000002
2680,Myanmar,Helicopters_Score,0.9520000000000001
331,Myanmar,Imports,7164.06
2419,Myanmar,Missiles/Rockets/Bombs_Score,1.486
3724,Myanmar,Naval Vessels_Score,2.175
853,Myanmar,Normalized_Exports,0.0
1375,Myanmar,Normalized_Gross,0.0
1114,Myanmar,Normalized_Imports,0.0511073450712786
3463,Myanmar,Radar/Detection Systems_Score,0.621
2158,Myanmar,Specialized Equipment_Score,0.688
2941,Myanmar,Unmanned Vehicles_Score,1.1440000000000001
3985,Myanmar,ZZ_loop_score,1.371
1894,NATO**,Aircraft_Score,3.8609999999999998
1633,NATO**,Country_Score,1.7489999999999999
67,NATO**,Exports,0.0
589,NATO**,Gross_Deals,0.0
3199,NATO**,Ground Vehicles/Artillery_Score,
2677,NATO**,Helicopters_Score,
328,NATO**,Imports,8171.33
2416,NATO**,Missiles/Rockets/Bombs_Score,0.012
3721,NATO**,Naval Vessels_Score,
850,NATO**,Normalized_Exports,0.0
1372,NATO**,Normalized_Gross,0.0
1111,NATO**,Normalized_Imports,0.05829306035980868
3460,NATO**,Radar/Detection Systems_Score,0.5910000000000001
2155,NATO**,Specialized Equipment_Score,0.744
2938,NATO**,Unmanned Vehicles_Score,6.299
3982,NATO**,ZZ_loop_score,3.8609999999999998
2075,NLA (Macedonia)*,Aircraft_Score,
1814,NLA (Macedonia)*,Country_Score,0.0
248,NLA (Macedonia)*,Exports,0.0
770,NLA (Macedonia)*,Gross_Deals,0.0
3380,NLA (Macedonia)*,Ground Vehicles/Artillery_Score,
2858,NLA (Macedonia)*,Helicopters_Score,
509,NLA (Macedonia)*,Imports,0.4
2597,NLA (Macedonia)*,Missiles/Rockets/Bombs_Score,0.001
3902,NLA (Macedonia)*,Naval Vessels_Score,
1031,NLA (Macedonia)*,Normalized_Exports,0.0
1553,NLA (Macedonia)*,Normalized_Gross,0.0
1292,NLA (Macedonia)*,Normalized_Imports,2.8535408732634063e-06
3641,NLA (Macedonia)*,Radar/Detection Systems_Score,
2336,NLA (Macedonia)*,Specialized Equipment_Score,
3119,NLA (Macedonia)*,Unmanned Vehicles_Score,
4163,NLA (Macedonia)*,ZZ_loop_score,
2077,NTC (Libya)*,Aircraft_Score,
1816,NTC (Libya)*,Country_Score,0.0
250,NTC (Libya)*,Exports,0.0
772,NTC (Libya)*,Gross_Deals,0.0
3382,NTC (Libya)*,Ground Vehicles/Artillery_Score,0.0
2860,NTC (Libya)*,Helicopters_Score,
511,NTC (Libya)*,Imports,0.52
2599,NTC (Libya)*,Missiles/Rockets/Bombs_Score,0.0
3904,NTC (Libya)*,Naval Vessels_Score,
1033,NTC (Libya)*,Normalized_Exports,0.0
1555,NTC (Libya)*,Normalized_Gross,0.0
1294,NTC (Libya)*,Normalized_Imports,3.7096031352424285e-06
3643,NTC (Libya)*,Radar/Detection Systems_Score,
2338,NTC (Libya)*,Specialized Equipment_Score,
3121,NTC (Libya)*,Unmanned Vehicles_Score,
4165,NTC (Libya)*,ZZ_loop_score,
1966,Namibia,Aircraft_Score,0.062
1705,Namibia,Country_Score,0.062
139,Namibia,Exports,0.0
661,Namibia,Gross_Deals,0.0
3271,Namibia,Ground Vehicles/Artillery_Score,0.023
2749,Namibia,Helicopters_Score,0.097
400,Namibia,Imports,289.73
2488,Namibia,Missiles/Rockets/Bombs_Score,0.006
3793,Namibia,Naval Vessels_Score,0.16999999999999998
922,Namibia,Normalized_Exports,0.0
1444,Namibia,Normalized_Gross,0.0
1183,Namibia,Normalized_Imports,0.002066890993026517
3532,Namibia,Radar/Detection Systems_Score,
2227,Namibia,Specialized Equipment_Score,0.026
3010,Namibia,Unmanned Vehicles_Score,
4054,Namibia,ZZ_loop_score,0.062
1977,Nepal,Aircraft_Score,0.024
1716,Nepal,Country_Score,0.046
150,Nepal,Exports,0.0
672,Nepal,Gross_Deals,0.0
3282,Nepal,Ground Vehicles/Artillery_Score,0.073
2760,Nepal,Helicopters_Score,0.27599999999999997
411,Nepal,Imports,216.44
2499,Nepal,Missiles/Rockets/Bombs_Score,
3804,Nepal,Naval Vessels_Score,
933,Nepal,Normalized_Exports,0.0
1455,Nepal,Normalized_Gross,0.0
1194,Nepal,Normalized_Imports,0.0015440509665228292
3543,Nepal,Radar/Detection Systems_Score,
2238,Nepal,Specialized Equipment_Score,0.004
3021,Nepal,Unmanned Vehicles_Score,
4065,Nepal,ZZ_loop_score,0.024
1850,Netherlands,Aircraft_Score,7.249999999999999
1589,Netherlands,Country_Score,9.464
23,Netherlands,Exports,27285.99
545,Netherlands,Gross_Deals,55016.56
3155,Netherlands,Ground Vehicles/Artillery_Score,11.081000000000001
2633,Netherlands,Helicopters_Score,7.417
284,Netherlands,Imports,27730.57
2372,Netherlands,Missiles/Rockets/Bombs_Score,8.622
3677,Netherlands,Naval Vessels_Score,18.034
806,Netherlands,Normalized_Exports,0.03627151982243406
1328,Netherlands,Normalized_Gross,0.06926587742861987
1067,Netherlands,Normalized_Imports,0.19782578733473005
3416,Netherlands,Radar/Detection Systems_Score,31.334
2111,Netherlands,Specialized Equipment_Score,4.4990000000000006
2894,Netherlands,Unmanned Vehicles_Score,6.370000000000001
3938,Netherlands,ZZ_loop_score,7.249999999999999
1900,New Zealand,Aircraft_Score,1.13
1639,New Zealand,Country_Score,1.113
73,New Zealand,Exports,213.13
595,New Zealand,Gross_Deals,4554.9800000000005
3205,New Zealand,Ground Vehicles/Artillery_Score,0.43299999999999994
2683,New Zealand,Helicopters_Score,1.058
334,New Zealand,Imports,4341.85
2422,New Zealand,Missiles/Rockets/Bombs_Score,0.424
3727,New Zealand,Naval Vessels_Score,2.9530000000000003
856,New Zealand,Normalized_Exports,0.00028331568763879814
1378,New Zealand,Normalized_Gross,0.005734722170375882
1117,New Zealand,Normalized_Imports,0.030974116101446805
3466,New Zealand,Radar/Detection Systems_Score,0.61
2161,New Zealand,Specialized Equipment_Score,0.636
2944,New Zealand,Unmanned Vehicles_Score,
3988,New Zealand,ZZ_loop_score,1.13
1930,Nicaragua,Aircraft_Score,0.091
1669,Nicaragua,Country_Score,0.28500000000000003
103,Nicaragua,Exports,101.79
625,Nicaragua,Gross_Deals,1198.3
3235,Nicaragua,Ground Vehicles/Artillery_Score,0.321
2713,Nicaragua,Helicopters_Score,1.52
364,Nicaragua,Imports,1096.51
2452,Nicaragua,Missiles/Rockets/Bombs_Score,0.219
3757,Nicaragua,Naval Vessels_Score,0.047
886,Nicaragua,Normalized_Exports,0.00013531039198964607
1408,Nicaragua,Normalized_Gross,0.0015086603183244315
1147,Nicaragua,Normalized_Imports,0.007822340257355145
3496,Nicaragua,Radar/Detection Systems_Score,0.178
2191,Nicaragua,Specialized Equipment_Score,
2974,Nicaragua,Unmanned Vehicles_Score,0.32399999999999995
4018,Nicaragua,ZZ_loop_score,0.091
1963,Niger,Aircraft_Score,0.082
1702,Niger,Country_Score,0.06999999999999999
136,Niger,Exports,0.28
658,Niger,Gross_Deals,277.21999999999997
3268,Niger,Ground Vehicles/Artillery_Score,0.097
2746,Niger,Helicopters_Score,0.097
397,Niger,Imports,276.94
2485,Niger,Missiles/Rockets/Bombs_Score,
3790,Niger,Naval Vessels_Score,
919,Niger,Normalized_Exports,3.7220659944101487e-07
1441,Niger,Normalized_Gross,0.0003490201230458974
1180,Niger,Normalized_Imports,0.0019756490236039195
3529,Niger,Radar/Detection Systems_Score,
2224,Niger,Specialized Equipment_Score,0.004
3007,Niger,Unmanned Vehicles_Score,0.583
4051,Niger,ZZ_loop_score,0.082
1895,Nigeria,Aircraft_Score,1.2349999999999999
1634,Nigeria,Country_Score,1.725
68,Nigeria,Exports,10.04
590,Nigeria,Gross_Deals,6855.61
3200,Nigeria,Ground Vehicles/Artillery_Score,2.503
2678,Nigeria,Helicopters_Score,2.121
329,Nigeria,Imports,6845.57
2417,Nigeria,Missiles/Rockets/Bombs_Score,0.505
3722,Nigeria,Naval Vessels_Score,2.442
851,Nigeria,Normalized_Exports,1.3346265208527816e-05
1373,Nigeria,Normalized_Gross,0.008631216527504093
1112,Nigeria,Normalized_Imports,0.04883528448946444
3461,Nigeria,Radar/Detection Systems_Score,0.35300000000000004
2156,Nigeria,Specialized Equipment_Score,0.919
2939,Nigeria,Unmanned Vehicles_Score,2.64
3983,Nigeria,ZZ_loop_score,1.2349999999999999
1864,North Korea,Aircraft_Score,2.7720000000000002
1603,North Korea,Country_Score,4.715
37,North Korea,Exports,2300.33
559,North Korea,Gross_Deals,20194.35
3169,North Korea,Ground Vehicles/Artillery_Score,10.476
2647,North Korea,Helicopters_Score,3.157
298,North Korea,Imports,17894.02
2386,North Korea,Missiles/Rockets/Bombs_Score,4.5969999999999995
3691,North Korea,Naval Vessels_Score,6.427
820,North Korea,Normalized_Exports,0.0030578500246148197
1342,North Korea,Normalized_Gross,0.025424697070312093
1081,North Korea,Normalized_Imports,0.12765329364248215
3430,North Korea,Radar/Detection Systems_Score,0.47800000000000004
2125,North Korea,Specialized Equipment_Score,
2908,North Korea,Unmanned Vehicles_Score,
3952,North Korea,ZZ_loop_score,2.7720000000000002
1957,North Macedonia,Aircraft_Score,0.013999999999999999
1696,North Macedonia,Country_Score,0.091
130,North Macedonia,Exports,49.599999999999994
652,North Macedonia,Gross_Deals,391.48
3262,North Macedonia,Ground Vehicles/Artillery_Score,0.281
2740,North Macedonia,Helicopters_Score,0.344
391,North Macedonia,Imports,341.88
2479,North Macedonia,Missiles/Rockets/Bombs_Score,0.006999999999999999
3784,North Macedonia,Naval Vessels_Score,
913,North Macedonia,Normalized_Exports,6.593374047240833e-05
1435,North Macedonia,Normalized_Gross,0.0004928735220042131
1174,North Macedonia,Normalized_Imports,0.0024389213843782334
3523,North Macedonia,Radar/Detection Systems_Score,0.006
2218,North Macedonia,Specialized Equipment_Score,0.015
3001,North Macedonia,Unmanned Vehicles_Score,
4045,North Macedonia,ZZ_loop_score,0.013999999999999999
1913,North Yemen,Aircraft_Score,0.388
1652,North Yemen,Country_Score,0.508
86,North Yemen,Exports,3.4
608,North Yemen,Gross_Deals,2019.67
3218,North Yemen,Ground Vehicles/Artillery_Score,1.022
2696,North Yemen,Helicopters_Score,0.565
347,North Yemen,Imports,2016.27
2435,North Yemen,Missiles/Rockets/Bombs_Score,0.307
3740,North Yemen,Naval Vessels_Score,0.093
869,North Yemen,Normalized_Exports,4.519651564640894e-06
1391,North Yemen,Normalized_Gross,0.0025427655721524697
1130,North Yemen,Normalized_Imports,0.014383772141337021
3479,North Yemen,Radar/Detection Systems_Score,
2174,North Yemen,Specialized Equipment_Score,
2957,North Yemen,Unmanned Vehicles_Score,0.27
4001,North Yemen,ZZ_loop_score,0.388
1972,Northern Alliance (Afghanistan)*,Aircraft_Score,
1711,Northern Alliance (Afghanistan)*,Country_Score,0.05
145,Northern Alliance (Afghanistan)*,Exports,0.0
667,Northern Alliance (Afghanistan)*,Gross_Deals,0.0
3277,Northern Alliance (Afghanistan)*,Ground Vehicles/Artillery_Score,0.22
2755,Northern Alliance (Afghanistan)*,Helicopters_Score,0.076
406,Northern Alliance (Afghanistan)*,Imports,231.54
2494,Northern Alliance (Afghanistan)*,Missiles/Rockets/Bombs_Score,0.025
3799,Northern Alliance (Afghanistan)*,Naval Vessels_Score,
928,Northern Alliance (Afghanistan)*,Normalized_Exports,0.0
1450,Northern Alliance (Afghanistan)*,Normalized_Gross,0.0
1189,Northern Alliance (Afghanistan)*,Normalized_Imports,0.0016517721344885227
3538,Northern Alliance (Afghanistan)*,Radar/Detection Systems_Score,
2233,Northern Alliance (Afghanistan)*,Specialized Equipment_Score,
3016,Northern Alliance (Afghanistan)*,Unmanned Vehicles_Score,
4060,Northern Alliance (Afghanistan)*,ZZ_loop_score,
2078,Northern Cyprus,Aircraft_Score,
1817,Northern Cyprus,Country_Score,0.0
251,Northern Cyprus,Exports,0.0
773,Northern Cyprus,Gross_Deals,0.0
3383,Northern Cyprus,Ground Vehicles/Artillery_Score,
2861,Northern Cyprus,Helicopters_Score,
512,Northern Cyprus,Imports,1.44
2600,Northern Cyprus,Missiles/Rockets/Bombs_Score,0.002
3905,Northern Cyprus,Naval Vessels_Score,
1034,Northern Cyprus,Normalized_Exports,0.0
1556,Northern Cyprus,Normalized_Gross,0.0
1295,Northern Cyprus,Normalized_Imports,1.0272747143748262e-05
3644,Northern Cyprus,Radar/Detection Systems_Score,
2339,Northern Cyprus,Specialized Equipment_Score,
3122,Northern Cyprus,Unmanned Vehicles_Score,
4166,Northern Cyprus,ZZ_loop_score,
1862,Norway,Aircraft_Score,4.249
1601,Norway,Country_Score,5.167
35,Norway,Exports,7234.3
557,Norway,Gross_Deals,25141.5
3167,Norway,Ground Vehicles/Artillery_Score,3.125
2645,Norway,Helicopters_Score,1.4460000000000002
296,Norway,Imports,17907.2
2384,Norway,Missiles/Rockets/Bombs_Score,6.335
3689,Norway,Naval Vessels_Score,10.954
818,Norway,Normalized_Exports,0.009616622151200478
1340,Norway,Normalized_Gross,0.03165316147304823
1079,Norway,Normalized_Imports,0.1277473178142562
3428,Norway,Radar/Detection Systems_Score,10.054
2123,Norway,Specialized Equipment_Score,1.394
2906,Norway,Unmanned Vehicles_Score,
3950,Norway,ZZ_loop_score,4.249
2079,OSCE**,Aircraft_Score,
1818,OSCE**,Country_Score,0.0
252,OSCE**,Exports,0.0
774,OSCE**,Gross_Deals,0.0
3384,OSCE**,Ground Vehicles/Artillery_Score,
2862,OSCE**,Helicopters_Score,
513,OSCE**,Imports,1.2
2601,OSCE**,Missiles/Rockets/Bombs_Score,
3906,OSCE**,Naval Vessels_Score,
1035,OSCE**,Normalized_Exports,0.0
1557,OSCE**,Normalized_Gross,0.0
1296,OSCE**,Normalized_Imports,8.560622619790219e-06
3645,OSCE**,Radar/Detection Systems_Score,
2340,OSCE**,Specialized Equipment_Score,
3123,OSCE**,Unmanned Vehicles_Score,0.043
4167,OSCE**,ZZ_loop_score,
1892,Oman,Aircraft_Score,1.5859999999999999
1631,Oman,Country_Score,1.805
65,Oman,Exports,18.63
587,Oman,Gross_Deals,7181.4800000000005
3197,Oman,Ground Vehicles/Artillery_Score,1.195
2675,Oman,Helicopters_Score,0.962
326,Oman,Imports,7162.85
2414,Oman,Missiles/Rockets/Bombs_Score,1.8610000000000002
3719,Oman,Naval Vessels_Score,3.091
848,Oman,Normalized_Exports,2.4765031955664664e-05
1370,Oman,Normalized_Gross,0.009041487025653458
1109,Oman,Normalized_Imports,0.05109871311013698
3458,Oman,Radar/Detection Systems_Score,1.76
2153,Oman,Specialized Equipment_Score,0.69
2936,Oman,Unmanned Vehicles_Score,0.008
3980,Oman,ZZ_loop_score,1.5859999999999999
2080,PAIGC (Portugal)*,Aircraft_Score,
1819,PAIGC (Portugal)*,Country_Score,0.0
